"domain","concept_id","concept_name","cond","drug_comb","cov_cond","cov_drug","exclude","meas","factor_con","factor_drug"
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19022781,"Carvedilol 25 MG Oral Tablet, Losartan Potassium 100 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19091217,"Diltiazem Hydrochloride 90 MG Oral Tablet, Indapamide 1.5 MG",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19091217,"Amlodipine 5 MG / Olmesartan medoxomil 40 MG Oral Tablet, Indapamide 1.5 MG",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19073093,"Amlodipine 10 MG Oral Tablet, Olmesartan medoxomil 40 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,974642,"Amlodipine 5 MG Oral Tablet, Eprosartan 600 MG / Hydrochlorothiazide 12.5 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974642,"Eprosartan 600 MG / Hydrochlorothiazide 12.5 MG Oral Tablet, Nifedipine 60 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19122209,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 20 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19022949,"Amlodipine / Losartan Oral Tablet, Irbesartan 300 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1346823,"carvedilol, eprosartan 600 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1308851,"Amlodipine 5 MG Oral Tablet, Valsartan 80 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, carvedilol",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19122209,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 20 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332494,"Amlodipine 10 MG / atorvastatin 20 MG Oral Tablet, Amlodipine 10 MG / Atorvastatin 20 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19023454,"Amlodipine 5 MG / Olmesartan medoxomil 40 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Valsartan 160 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Telmisartan 80 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19096740,"Diltiazem Hydrochloride 90 MG Oral Tablet, Olmesartan medoxomil 20 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Terazosin 2 MG Oral Tablet",NULL,ccb_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Carvedilol 12.5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351559,"Candesartan cilexetil 8 MG Oral Tablet, Carvedilol 12.5 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351583,"Candesartan cilexetil 16 MG Oral Tablet, Carvedilol 12.5 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40166188,"Amlodipine / Losartan Oral Tablet, Bisoprolol Fumarate 2.5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,21141332,"Amlodipine 5 MG / Valsartan 80 MG Oral Tablet, Bisoprolol Fumarate 2.5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1308851,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Valsartan 80 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351559,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 20 MG Oral Tablet, Candesartan cilexetil 8 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Bisoprolol Fumarate 2.5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,21141332,"Amlodipine 5 MG / Valsartan 80 MG Oral Tablet, Bisoprolol Fumarate 2.5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1346990,"Carvedilol 3.125 MG Oral Tablet, Carvedilol 6.25 MG Oral Tablet",NULL,bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Furosemide 40 MG Oral Tablet",NULL,bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Irbesartan 300 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19101573,"Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Irbesartan 300 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351583,"Amlodipine 2.5 MG Oral Tablet, Bisoprolol Fumarate 1.25 MG Oral Tablet, Candesartan cilexetil 16 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1346823,"Amlodipine 2.5 MG Oral Tablet, Candesartan cilexetil 16 MG Oral Tablet, carvedilol",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1308851,"Amlodipine 5 MG / Valsartan 80 MG Oral Tablet, Amlodipine 5 MG Oral Tablet, Valsartan 80 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Candesartan cilexetil 8 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19073094,"Amlodipine 2.5 MG Oral Tablet, Diltiazem Hydrochloride 90 MG Oral Tablet, Indapamide 1.5 MG",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1334461,"Amlodipine 2.5 MG Oral Tablet, Diltiazem Hydrochloride 90 MG Oral Tablet, Indapamide 1.5 MG, Ramipril 2.5 MG Oral Tablet",NULL,acei_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19076924,"eprosartan 600 MG Oral Tablet, Perindopril Erbumine 4 MG Oral Tablet",NULL,acei_arb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19122209,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 20 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19122209,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 20 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351583,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Candesartan cilexetil 16 MG Oral Tablet, Nifedipine 30 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351583,"Candesartan cilexetil 16 MG Oral Tablet, Nifedipine 30 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,974473,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Telmisartan 40 MG Oral Tablet",NULL,arb_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1328689,"Candesartan cilexetil 16 MG Oral Tablet, Diltiazem Hydrochloride 30 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351583,"Candesartan cilexetil 16 MG Oral Tablet, Diltiazem Hydrochloride 90 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351559,"Candesartan cilexetil 8 MG Oral Tablet, Diltiazem Hydrochloride 90 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Bisoprolol Fumarate 5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19133621,"Bisoprolol Fumarate 5 MG Oral Tablet, Diltiazem Hydrochloride 90 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Bisoprolol Fumarate 5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1314008,"Atenolol 50 MG Oral Tablet, Hydrochlorothiazide 25 MG Oral Tablet",NULL,bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19101573,"Hydrochlorothiazide 12.5 MG / Losartan Potassium 100 MG Oral Tablet, nebivolol 5 MG Oral Tablet, Nifedipine 30 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19101573,"Losartan Potassium 100 MG Oral Tablet, nebivolol 5 MG Oral Tablet, Nifedipine 30 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19101573,"Losartan Potassium 50 MG Oral Tablet, nebivolol 5 MG Oral Tablet, Nifedipine 30 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19101573,"Losartan Potassium 100 MG Oral Tablet, nebivolol 5 MG Oral Tablet, Nifedipine 30 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19101807,"Losartan Potassium 100 MG Oral Tablet, Nifedipine 30 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19101807,"Losartan Potassium 50 MG Oral Tablet, Nifedipine 30 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1308851,"Amlodipine 5 MG Oral Tablet, Valsartan 80 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, Olmesartan medoxomil 20 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, Olmesartan medoxomil 40 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, Hydrochlorothiazide 25 MG Oral Tablet, Olmesartan medoxomil 40 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, Olmesartan medoxomil 20 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, Candesartan cilexetil 8 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351559,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 20 MG Oral Tablet, Candesartan cilexetil 8 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351587,"Candesartan cilexetil 32 MG Oral Tablet, Hydrochlorothiazide 25 MG Oral Tablet",NULL,arb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,974702,"Amlodipine 5 MG Oral Tablet, Candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Furosemide 40 MG Oral Tablet",NULL,bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1334461,"Carvedilol 3.125 MG Oral Tablet, Ramipril 2.5 MG Oral Tablet",NULL,acei_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1334492,"Carvedilol 3.125 MG Oral Tablet, Ramipril 5 MG Oral Tablet",NULL,acei_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Carvedilol 6.25 MG Oral Tablet, Furosemide 40 MG Oral Tablet",NULL,bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Bisoprolol Fumarate 5 MG Oral Tablet, Furosemide 40 MG Oral Tablet",NULL,bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19127433,"Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 10 MG Oral Tablet, Amlodipine 5 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19073093,"Amlodipine 10 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Enalapril Maleate 10 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,acei_arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Enalapril Maleate 10 MG Oral Tablet, Hydrochlorothiazide 25 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,acei_arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Hydrochlorothiazide 25 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Enalapril Maleate 5 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,acei_arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19091217,"Indapamide 1.5 MG, Valsartan 160 MG Oral Tablet",NULL,arb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19022749,"Captopril 12.5 MG Oral Tablet, Carvedilol 6.25 MG Oral Tablet",NULL,acei_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1314008,"Amlodipine 5 MG Oral Tablet, Atenolol 50 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Losartan Potassium 100 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351583,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Candesartan cilexetil 16 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, Telmisartan 80 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, Carvedilol 3.125 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1308851,"Amlodipine 5 MG Oral Tablet, Valsartan 80 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19127433,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Bisoprolol Fumarate 2.5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19122209,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 20 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1308851,"Amlodipine 5 MG Oral Tablet, Valsartan 80 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,974226,"Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet, nebivolol 5 MG Oral Tablet, Valsartan 160 MG Oral Tablet",NULL,arb_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332527,"Amlodipine 5 MG / Valsartan 160 MG Oral Tablet, Carvedilol 12.5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Hydrochlorothiazide 25 MG Oral Tablet",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1363059,"Amlodipine 10 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet, Doxazosin 4 MG Oral Tablet",NULL,arb_ccb_du_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19078080,"Hydrochlorothiazide 12.5 MG / Irbesartan 150 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,arb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1314008,"Atenolol 50 MG Oral Tablet, Felodipine 5 MG, Telmisartan 40 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19022948,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Irbesartan 150 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Telmisartan 40 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,974702,"Amlodipine 5 MG Oral Tablet, Candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351559,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Candesartan cilexetil 8 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1328689,"Amlodipine / Losartan Oral Tablet, Diltiazem Hydrochloride 30 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40168654,Clonidine Hydrochloride 0.1 MG Oral Tablet,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
drug,40174811,Hydralazine Hydrochloride 25 MG Oral Tablet,NULL,others,NULL,NULL,NULL,NULL,NULL,NULL
drug,21061008,Hydralazine 20 MG Injection,NULL,others,NULL,NULL,NULL,NULL,NULL,NULL
drug,1309071,Minoxidil 5 MG Oral Tablet,NULL,others,NULL,NULL,NULL,NULL,NULL,NULL
drug,1309099,Minoxidil 50 MG/ML Topical Solution,NULL,others,NULL,NULL,NULL,NULL,NULL,NULL
condition,441919,Twin pregnancy,NULL,NULL,NULL,NULL,pregnant,NULL,NULL,NULL
condition,444094,Finding related to pregnancy,NULL,NULL,NULL,NULL,pregnant,NULL,NULL,NULL
condition,432375,Triplet pregnancy,NULL,NULL,NULL,NULL,pregnant,NULL,NULL,NULL
condition,4167493,Pregnancy-induced hypertension,NULL,NULL,NULL,NULL,pregnant,NULL,NULL,NULL
condition,4299535,Pregnant,NULL,NULL,NULL,NULL,pregnant,NULL,NULL,NULL
procedure,4148948,Vascular surgery procedure,NULL,NULL,NULL,NULL,major_surgery,NULL,NULL,NULL
procedure,4322471,Transplant of kidney,NULL,NULL,NULL,NULL,major_surgery,NULL,NULL,NULL
procedure,4076862,Transplantation of liver,NULL,NULL,NULL,NULL,major_surgery,NULL,NULL,NULL
procedure,4137127,Transplantation of heart,NULL,NULL,NULL,NULL,major_surgery,NULL,NULL,NULL
procedure,4337138,Transplant of lung,NULL,NULL,NULL,NULL,major_surgery,NULL,NULL,NULL
procedure,4208341,Solid organ transplant,NULL,NULL,NULL,NULL,major_surgery,NULL,NULL,NULL
procedure,4266668,Transplantation of pancreas,NULL,NULL,NULL,NULL,major_surgery,NULL,NULL,NULL
procedure,4022474,Autotransplantation of kidney,NULL,NULL,NULL,NULL,major_surgery,NULL,NULL,NULL
procedure,4138959,Heart-lung transplant with recipient cardiectomy-pneumonectomy,NULL,NULL,NULL,NULL,major_surgery,NULL,NULL,NULL
procedure,4109237,Removal of rejected kidney,NULL,NULL,NULL,NULL,major_surgery,NULL,NULL,NULL
measurement,40758990,Choriogonadotropin.beta subunit [Mass/volume] in Serum or Plasma,NULL,NULL,NULL,NULL,hcg,NULL,NULL,NULL
measurement,21492240,Diastolic blood pressure by noninvasive,NULL,NULL,NULL,NULL,NULL,dbp,NULL,NULL
measurement,21492239,Systolic blood pressure by noninvasive,NULL,NULL,NULL,NULL,NULL,sbp,NULL,NULL
drug,19058438,Simethicone 10 MG/ML Oral Suspension,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,1545997,atorvastatin 10 MG Oral Tablet,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,19075601,clopidogrel 75 MG Oral Tablet,NULL,NULL,NULL,anticoagulant drug,NULL,NULL,NULL,anticoagulant drug
drug,19021575,Aspirin 100 MG Delayed Release Oral Tablet,NULL,NULL,NULL,nsaids,NULL,NULL,NULL,nsaids
drug,42483115,Aspirin 100 MG Oral Capsule,NULL,NULL,NULL,nsaids,NULL,NULL,NULL,nsaids
drug,40165245,Rosuvastatin calcium 10 MG Oral Tablet,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,19072235,Acetaminophen 650 MG Extended Release Oral Tablet,NULL,NULL,NULL,analgesic drug,NULL,NULL,NULL,analgesic drug
